tweet_id,original_text,aspect,aspect_description,sentiment,sentiment_numeric,confidence
569263373092823040,@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?,delays,Timeliness and schedule issues,negative,0,0.9256232189637404
568818669024907264,@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?,delays,Timeliness and schedule issues,negative,0,0.9445178416929297
570008443626647552,@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,delays,Timeliness and schedule issues,negative,0,0.7750539629547553
568622671287566336,@united Yes my flight was rebooked. I'm just losing trust in you if I want to get anywhere on time.,flight_experience,Overall flight experience,negative,0,0.7757510460612757
568884344221081600,"@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.",baggage,Baggage handling,negative,0,0.9307512859985864
570119853312311296,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",service,Staff and customer service quality,positive,2,0.9609556274653914
570119853312311296,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",flight_experience,Overall flight experience,positive,2,0.9609556274653914
568572506300243968,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,flight_experience,Overall flight experience,positive,2,0.889602387620888
569346960181870592,@USAirways flight 837 passengers stuck on plane in Philly. Where is the gangway?  We can't hear the pilot,flight_experience,Overall flight experience,negative,0,0.9488360778920301
569994045205803009,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.,delays,Timeliness and schedule issues,positive,2,0.8844943614219329
569598991463268352,@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?,baggage,Baggage handling,negative,0,0.9382289864560636
569598991463268352,@AmericanAir @yvonneokaka When do I get my personal response and apology for your crew's having forgotten to load baggage onto my flight?,flight_experience,Overall flight experience,negative,0,0.9382289864560636
568803218488033282,@united is a money sucking airline with terrible terrible customer service,service,Staff and customer service quality,negative,0,0.9892626011625089
570118668551458816,@AmericanAir and btwn gate a8 &amp; a15 I lost a diamond earring #dayjustgotWORSE! Pls have maintenance look for it!! http://t.co/UieSR3GHHO,baggage,Baggage handling,negative,0,0.7883968948086433
567821528424845312,"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",service,Staff and customer service quality,positive,2,0.8982744053955695
567821528424845312,"@JetBlue we have just landed, thank you anyway. Btw, flight staff on flight 654 were wonderful despite their full day and heavy load.",flight_experience,Overall flight experience,positive,2,0.8982744053955695
569628323443318785,@AmericanAir the ticket is a poor gesture of goodwill (for missed trip) to a top status flyer - I may not next time (AA91 LHR-ORD 2/16),flight_experience,Overall flight experience,negative,0,0.9172930446817921
568434482270707712,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER,booking,Booking and check-in process,positive,2,0.889609816687777
568766295761682432,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,delays,Timeliness and schedule issues,positive,2,0.893637366581209
568766295761682432,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,booking,Booking and check-in process,positive,2,0.893637366581209
568766295761682432,@JetBlue haha no need to apologize 😁 I'll be Flight Booking Problems sooner than Late Flightr. I love JetBlue,flight_experience,Overall flight experience,positive,2,0.893637366581209
569152201278525440,@SouthwestAir been on hold  for 2 1/2 hrs. Can't get 2 airport 4 flight icy country backroads! Help pls? Can a human answer? #BNA,flight_experience,Overall flight experience,negative,0,0.9772684704437232
569985838689456128,"@USAirways do you operate ANY flights without maintenance issues? Flights in/out of DCA Cancelled Flighted, this is getting old. Update fleet pls!",delays,Timeliness and schedule issues,negative,0,0.9460463937995031
568815660815519744,@united or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo,flight_experience,Overall flight experience,negative,0,0.7053383762890909
569857037477158912,"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience.",flight_experience,Overall flight experience,negative,0,0.9343768961035608
570268326250745856,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?,delays,Timeliness and schedule issues,negative,0,0.862388162060458
570268326250745856,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?,flight_experience,Overall flight experience,negative,0,0.862388162060458
569830265364701184,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,service,Staff and customer service quality,negative,0,0.9454784374017575
569830265364701184,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,booking,Booking and check-in process,negative,0,0.9454784374017575
569830265364701184,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,flight_experience,Overall flight experience,negative,0,0.9454784374017575
568450017649778688,@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.,flight_experience,Overall flight experience,positive,2,0.9937936774449729
569261989735718914,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,baggage,Baggage handling,negative,0,0.9445002090541981
569261989735718914,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,food,Food and beverage service,negative,0,0.9445002090541981
568631189856264192,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",flight_experience,Overall flight experience,positive,2,0.9689617839699347
569117696610185217,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3),service,Staff and customer service quality,negative,0,0.9267011788428954
570255201069899776,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour,delays,Timeliness and schedule issues,negative,0,0.9699898433461043
570255201069899776,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour,flight_experience,Overall flight experience,negative,0,0.9699898433461043
568056439291256832,@united did not get names...Dallas flight and Chicago,flight_experience,Overall flight experience,neutral,1,0.8251562502584653
569341641200439296,@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children,flight_experience,Overall flight experience,negative,0,0.8638169118431547
568812046747201537,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",baggage,Baggage handling,negative,0,0.9415351061320218
568812046747201537,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff",flight_experience,Overall flight experience,negative,0,0.9415351061320218
567820647465803776,@USAirways It was US 893. The gate was open after about 50 mins waiting. What a great way to finish an 18 hour delayed arrival!!,delays,Timeliness and schedule issues,negative,0,0.9441667465723984
567897030934269952,@JetBlue flight 705. EWR to FLL,flight_experience,Overall flight experience,neutral,1,0.8272598166380111
567729416231321600,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!,service,Staff and customer service quality,negative,0,0.9958805684863864
569275566077165568,"@united hey, I missed my outbound flight - can I still use my return ticket?",flight_experience,Overall flight experience,neutral,1,0.6933850352274404
569380376709238784,@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises,booking,Booking and check-in process,neutral,1,0.8290502440784925
569380376709238784,@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises,comfort,Physical comfort during flight,neutral,1,0.8290502440784925
570246490473566208,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,delays,Timeliness and schedule issues,negative,0,0.9494632476440075
570246490473566208,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,flight_experience,Overall flight experience,negative,0,0.9494632476440075
569870442388983808,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,delays,Timeliness and schedule issues,negative,0,0.9330726675345219
569870442388983808,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date,flight_experience,Overall flight experience,negative,0,0.9330726675345219
567765690589790208,@SouthwestAir your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this,service,Staff and customer service quality,negative,0,0.8956136644995527
569850912451072000,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs,flight_experience,Overall flight experience,negative,0,0.9218594119050761
569850912451072000,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs,delays,Timeliness and schedule issues,negative,0,0.9218594119050761
569691767953436674,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",flight_experience,Overall flight experience,negative,0,0.9544030346455378
569691767953436674,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?",delays,Timeliness and schedule issues,negative,0,0.9544030346455378
569615444300185600,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",flight_experience,Overall flight experience,negative,0,0.9499530662760723
